Sample	Date of Collection	Pangolin	Month	Week
ME-HETL-J7822	2021-09-23	AY.103	2021-9	2021-38
ME-HETL-J7823	2021-09-24	AY.44	2021-9	2021-38
ME-HETL-J7824	2021-09-24	AY.44	2021-9	2021-38
ME-HETL-J7825	2021-09-20	AY.47	2021-9	2021-38
ME-HETL-J7826	2021-09-18	AY.44	2021-9	2021-37
ME-HETL-J7827	2021-09-20	AY.44	2021-9	2021-38
ME-HETL-J7828	2021-09-20	AY.117	2021-9	2021-38
ME-HETL-J7829	2021-09-20	AY.117	2021-9	2021-38
ME-HETL-J7830	2021-09-21	AY.118	2021-9	2021-38
ME-HETL-J7831	2021-09-23	AY.44	2021-9	2021-38
ME-HETL-J7832	2021-09-23	AY.103	2021-9	2021-38
ME-HETL-J7833	2021-09-23	AY.103	2021-9	2021-38
ME-HETL-J7834	2021-09-22	AY.119.2	2021-9	2021-38
ME-HETL-J7835	2021-09-22	AY.119.2	2021-9	2021-38
ME-HETL-J7836	2021-09-22	AY.119.2	2021-9	2021-38
ME-HETL-J7837	2021-09-23	AY.44	2021-9	2021-38
ME-HETL-J7838	2021-09-23	AY.44	2021-9	2021-38
ME-HETL-J7840	2021-09-20	AY.103	2021-9	2021-38
ME-HETL-J7842	2021-09-20	AY.3	2021-9	2021-38
ME-HETL-J7843	2021-09-20	AY.26	2021-9	2021-38
ME-HETL-J7844	2021-09-20	AY.25	2021-9	2021-38
ME-HETL-J7845	2021-09-20	AY.25	2021-9	2021-38
ME-HETL-J7846	2021-09-20	AY.25	2021-9	2021-38
ME-HETL-J7847	2021-09-20	AY.25	2021-9	2021-38
ME-HETL-J7848	2021-09-11	AY.103	2021-9	2021-36
ME-HETL-J7849	2021-09-12	AY.103	2021-9	2021-37
ME-HETL-J7850	2021-09-09	AY.113	2021-9	2021-36
ME-HETL-J7851	2021-09-12	AY.103	2021-9	2021-37
ME-HETL-J7852	2021-09-12	AY.26	2021-9	2021-37
ME-HETL-J7853	2021-09-12	AY.114	2021-9	2021-37
ME-HETL-J7854	2021-09-11	AY.103	2021-9	2021-36
ME-HETL-J7856	2021-09-08	AY.25	2021-9	2021-36
ME-HETL-J7857	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7858	2021-09-09	AY.103	2021-9	2021-36
ME-HETL-J7859	2021-09-09	AY.103	2021-9	2021-36
ME-HETL-J7861	2021-09-08	AY.25.1	2021-9	2021-36
ME-HETL-J7862	2021-09-09	AY.47	2021-9	2021-36
ME-HETL-J7863	2021-09-08	AY.25	2021-9	2021-36
ME-HETL-J7864	2021-09-09	AY.114	2021-9	2021-36
ME-HETL-J7866	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7868	2021-09-09	AY.26	2021-9	2021-36
ME-HETL-J7869	2021-09-09	AY.113	2021-9	2021-36
ME-HETL-J7871	2021-09-08	AY.25	2021-9	2021-36
ME-HETL-J7873	2021-09-09	AY.47	2021-9	2021-36
ME-HETL-J7874	2021-09-09	AY.100	2021-9	2021-36
ME-HETL-J7875	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7876	2021-09-09	AY.103	2021-9	2021-36
ME-HETL-J7877	2021-09-09	AY.44	2021-9	2021-36
ME-HETL-J7878	2021-09-09	AY.103	2021-9	2021-36
ME-HETL-J7880	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7881	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7882	2021-09-09	AY.44	2021-9	2021-36
ME-HETL-J7883	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7884	2021-09-09	AY.119	2021-9	2021-36
ME-HETL-J7885	2021-09-09	AY.25	2021-9	2021-36
ME-HETL-J7887	2021-09-08	AY.44	2021-9	2021-36
ME-HETL-J7889	2021-08-06	AY.119	2021-8	2021-31
ME-HETL-J7890	2021-08-06	AY.25	2021-8	2021-31
ME-HETL-J7893	2021-09-12	AY.44	2021-9	2021-37
ME-HETL-J7894	2021-09-12	AY.25	2021-9	2021-37
ME-HETL-J7895	2021-09-12	AY.46.1	2021-9	2021-37
ME-HETL-J7896	2021-09-12	AY.103	2021-9	2021-37
ME-HETL-J7897	2021-09-12	AY.3	2021-9	2021-37
ME-HETL-J7898	2021-09-12	AY.44	2021-9	2021-37
ME-HETL-J7900	2021-09-12	AY.44	2021-9	2021-37
ME-HETL-J7901	2021-09-12	AY.103	2021-9	2021-37
ME-HETL-J7902	2021-09-12	AY.44	2021-9	2021-37
ME-HETL-J7903	2021-09-12	AY.25.1	2021-9	2021-37
ME-HETL-J7904	2021-09-12	AY.103	2021-9	2021-37
ME-HETL-J7905	2021-09-12	AY.100	2021-9	2021-37
ME-HETL-J7906	2021-09-12	AY.44	2021-9	2021-37
ME-HETL-J7907	2021-09-12	AY.103	2021-9	2021-37
ME-HETL-J7908	2021-09-12	AY.26	2021-9	2021-37
ME-HETL-J7909	2021-09-09	AY.3	2021-9	2021-36
ME-HETL-J7910	2021-09-12	AY.25	2021-9	2021-37
ME-HETL-J7911	2021-09-11	AY.103	2021-9	2021-36
ME-HETL-J7913	2021-09-09	AY.75	2021-9	2021-36
ME-HETL-J7914	2021-09-11	AY.103	2021-9	2021-36
ME-HETL-J7915	2021-09-11	AY.103	2021-9	2021-36
ME-HETL-J7917	2021-09-12	AY.3	2021-9	2021-37
ME-HETL-J7918	2021-09-12	AY.25	2021-9	2021-37
ME-HETL-J7919	2021-09-02	AY.103	2021-9	2021-35
ME-HETL-J7921	2021-09-02	AY.103	2021-9	2021-35
ME-HETL-J7923	2021-09-01	AY.103	2021-9	2021-35
ME-HETL-J7924	2021-09-02	AY.25	2021-9	2021-35
ME-HETL-J7925	2021-09-02	AY.25.1	2021-9	2021-35
ME-HETL-J7926	2021-09-02	AY.25	2021-9	2021-35
ME-HETL-J7928	2021-09-01	AY.25	2021-9	2021-35
ME-HETL-J7929	2021-09-02	AY.25	2021-9	2021-35
ME-HETL-J7930	2021-09-02	AY.114	2021-9	2021-35
ME-HETL-J7931	2021-09-02	AY.103	2021-9	2021-35
ME-HETL-J7932	2021-09-02	AY.114	2021-9	2021-35
ME-HETL-J7933	2021-09-02	AY.44	2021-9	2021-35
ME-HETL-J7934	2021-09-02	AY.3	2021-9	2021-35
ME-HETL-J7935	2021-09-02	AY.25	2021-9	2021-35
ME-HETL-J7937	2021-09-02	AY.47	2021-9	2021-35
ME-HETL-J7938	2021-09-02	AY.103	2021-9	2021-35
ME-HETL-J7939	2021-09-01	AY.103	2021-9	2021-35
ME-HETL-J7940	2021-09-02	AY.103	2021-9	2021-35
ME-HETL-J7941	2021-09-02	AY.100	2021-9	2021-35
ME-HETL-J7942	2021-09-02	AY.103	2021-9	2021-35
ME-HETL-J7943	2021-09-30	AY.3	2021-9	2021-39
ME-HETL-J7945	2021-09-30	AY.25	2021-9	2021-39
ME-HETL-J7946	2021-09-30	AY.25	2021-9	2021-39
ME-HETL-J7948	2021-09-30	AY.3	2021-9	2021-39
ME-HETL-J7949	2021-09-30	AY.3	2021-9	2021-39
ME-HETL-J7950	2021-09-30	AY.103	2021-9	2021-39
ME-HETL-J7951	2021-09-30	AY.14	2021-9	2021-39
ME-HETL-J7952	2021-09-30	AY.103	2021-9	2021-39
ME-HETL-J7954	2021-09-29	AY.44	2021-9	2021-39
ME-HETL-J7956	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7957	2021-09-27	AY.119.2	2021-9	2021-39
ME-HETL-J7958	2021-09-27	AY.119	2021-9	2021-39
ME-HETL-J7959	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7960	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7961	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7962	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7963	2021-09-27	AY.14	2021-9	2021-39
ME-HETL-J7964	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7965	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7966	2021-09-27	AY.44	2021-9	2021-39
ME-HETL-J7967	2021-09-27	AY.103	2021-9	2021-39
ME-HETL-J7968	2021-09-26	AY.25	2021-9	2021-39
ME-HETL-J7969	2021-09-26	AY.25	2021-9	2021-39
ME-HETL-J7970	2021-09-26	AY.103	2021-9	2021-39
ME-HETL-J7971	2021-09-23	AY.26	2021-9	2021-38
ME-HETL-J7972	2021-09-28	AY.26	2021-9	2021-39
ME-HETL-J7973	2021-09-30	AY.44	2021-9	2021-39
ME-HETL-J7974	2021-09-30	AY.25	2021-9	2021-39
ME-HETL-J7975	2021-09-30	AY.25	2021-9	2021-39
ME-HETL-J7976	2021-09-30	AY.25	2021-9	2021-39
ME-HETL-J7977	2021-09-30	AY.25	2021-9	2021-39
ME-HETL-J7978	2021-10-03	AY.103	2021-10	2021-40
ME-HETL-J7979	2021-10-03	AY.103	2021-10	2021-40
ME-HETL-J7980	2021-10-01	AY.103	2021-10	2021-39
ME-HETL-J7981	2021-10-01	AY.103	2021-10	2021-39
ME-HETL-J7982	2021-09-30	AY.103	2021-9	2021-39
ME-HETL-J7984	2021-09-27	AY.26	2021-9	2021-39
ME-HETL-J7985	2021-09-27	AY.25	2021-9	2021-39
ME-HETL-J7986	2021-09-27	AY.25	2021-9	2021-39
ME-HETL-J7987	2021-09-27	AY.110	2021-9	2021-39
ME-HETL-J7988	2021-09-27	AY.110	2021-9	2021-39
ME-HETL-J7989	2021-09-27	AY.110	2021-9	2021-39
ME-HETL-J7991	2021-09-27	AY.26	2021-9	2021-39
ME-HETL-J7992	2021-09-28	AY.25.1	2021-9	2021-39
ME-HETL-J7993	2021-09-26	AY.47	2021-9	2021-39
ME-HETL-J7994	2021-09-28	AY.3	2021-9	2021-39
ME-HETL-J7996	2021-09-29	AY.44	2021-9	2021-39
ME-HETL-J7997	2021-09-29	AY.47	2021-9	2021-39
ME-HETL-J8000	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8001	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8002	2021-09-29	AY.25	2021-9	2021-39
ME-HETL-J8003	2021-09-29	AY.39	2021-9	2021-39
ME-HETL-J8004	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8005	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8006	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8007	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8008	2021-09-29	AY.103	2021-9	2021-39
ME-HETL-J8009	2021-09-29	AY.44	2021-9	2021-39
ME-HETL-J8010	2021-09-28	AY.103	2021-9	2021-39
ME-HETL-J8011	2021-09-29	AY.119	2021-9	2021-39
ME-HETL-J8013	2021-09-30	AY.3	2021-9	2021-39
ME-HETL-J8014	2021-09-30	AY.103	2021-9	2021-39
ME-HETL-J8016	2021-09-30	AY.103	2021-9	2021-39
ME-HETL-J8018	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8019	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8020	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8021	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8022	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8023	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8024	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J8025	2021-09-28	AY.103	2021-9	2021-39
ME-HETL-J8027	2021-09-28	AY.119	2021-9	2021-39
ME-HETL-J8028	2021-09-28	AY.103	2021-9	2021-39
ME-HETL-J8030	2021-09-28	AY.25.1	2021-9	2021-39
ME-HETL-J8031	2021-09-28	AY.103	2021-9	2021-39
ME-HETL-J8229	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8230	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8231	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8232	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8233	DateMissing	AY.39	DateMissing-Past	DateMissing-Past
ME-HETL-J8234	DateMissing	AY.122	DateMissing-Past	DateMissing-Past
ME-HETL-J8235	DateMissing	AY.14	DateMissing-Past	DateMissing-Past
ME-HETL-J8236	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8237	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8238	DateMissing	AY.47	DateMissing-Past	DateMissing-Past
ME-HETL-J8239	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8240	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8241	DateMissing	AY.100	DateMissing-Past	DateMissing-Past
ME-HETL-J8242	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8243	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8244	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8245	DateMissing	AY.75	DateMissing-Past	DateMissing-Past
ME-HETL-J8246	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8247	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8248	DateMissing	AY.47	DateMissing-Past	DateMissing-Past
ME-HETL-J8249	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8250	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8251	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8252	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8253	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8254	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8255	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8256	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8257	DateMissing	AY.3	DateMissing-Past	DateMissing-Past
ME-HETL-J8258	DateMissing	AY.47	DateMissing-Past	DateMissing-Past
ME-HETL-J8259	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8260	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8261	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8265	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8266	DateMissing	AY.39	DateMissing-Past	DateMissing-Past
ME-HETL-J8267	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8268	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8269	DateMissing	AY.47	DateMissing-Past	DateMissing-Past
ME-HETL-J8270	DateMissing	AY.3	DateMissing-Past	DateMissing-Past
ME-HETL-J8272	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8273	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8274	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8275	DateMissing	AY.3	DateMissing-Past	DateMissing-Past
ME-HETL-J8276	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8277	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8278	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8279	DateMissing	AY.119.2	DateMissing-Past	DateMissing-Past
ME-HETL-J8280	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8281	DateMissing	AY.39	DateMissing-Past	DateMissing-Past
ME-HETL-J8282	DateMissing	AY.100	DateMissing-Past	DateMissing-Past
ME-HETL-J8283	DateMissing	AY.119	DateMissing-Past	DateMissing-Past
ME-HETL-J8284	DateMissing	AY.114	DateMissing-Past	DateMissing-Past
ME-HETL-J8285	DateMissing	AY.114	DateMissing-Past	DateMissing-Past
ME-HETL-J8286	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8287	DateMissing	AY.26	DateMissing-Past	DateMissing-Past
ME-HETL-J8288	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8289	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8290	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8291	2021-08-30	AY.25.1	2021-8	2021-35
ME-HETL-J8292	2021-08-30	AY.25.1	2021-8	2021-35
ME-HETL-J8293	2021-08-30	AY.44	2021-8	2021-35
ME-HETL-J8295	2021-08-29	AY.114	2021-8	2021-35
ME-HETL-J8296	2021-08-27	AY.103	2021-8	2021-34
ME-HETL-J8297	2021-08-27	AY.3	2021-8	2021-34
ME-HETL-J8298	2021-08-26	AY.44	2021-8	2021-34
ME-HETL-J8299	2021-08-26	AY.103	2021-8	2021-34
ME-HETL-J8301	2021-08-25	AY.103	2021-8	2021-34
ME-HETL-J8303	2021-08-23	AY.25	2021-8	2021-34
ME-HETL-J8304	2021-08-23	AY.75	2021-8	2021-34
ME-HETL-J8306	2021-08-21	AY.25.1	2021-8	2021-33
ME-HETL-J8307	2021-08-21	AY.26	2021-8	2021-33
ME-HETL-J8308	2021-08-19	AY.100	2021-8	2021-33
ME-HETL-J8309	2021-08-18	AY.25	2021-8	2021-33
ME-HETL-J8310	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8311	2021-08-16	AY.44	2021-8	2021-33
ME-HETL-J8313	2021-08-14	AY.25.1	2021-8	2021-32
ME-HETL-J8314	2021-08-13	AY.39	2021-8	2021-32
ME-HETL-J8316	2021-08-12	AY.25	2021-8	2021-32
ME-HETL-J8318	2021-07-22	B.1.617.2	2021-7	2021-29
ME-HETL-J8319	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8320	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8321	DateMissing	AY.39	DateMissing-Past	DateMissing-Past
ME-HETL-J8322	DateMissing	AY.39	DateMissing-Past	DateMissing-Past
ME-HETL-J8040	2021-08-15	AY.103	2021-8	2021-33
ME-HETL-J8041	2021-08-15	AY.103	2021-8	2021-33
ME-HETL-J8042	2021-08-15	AY.3	2021-8	2021-33
ME-HETL-J8043	2021-08-15	AY.3	2021-8	2021-33
ME-HETL-J8044	2021-08-15	AY.44	2021-8	2021-33
ME-HETL-J8045	2021-08-15	AY.103	2021-8	2021-33
ME-HETL-J8047	2021-08-15	AY.39	2021-8	2021-33
ME-HETL-J8048	2021-08-15	AY.100	2021-8	2021-33
ME-HETL-J8049	2021-08-15	AY.25.1	2021-8	2021-33
ME-HETL-J8050	2021-08-15	AY.103	2021-8	2021-33
ME-HETL-J8051	2021-08-15	AY.3	2021-8	2021-33
ME-HETL-J8052	2021-08-15	AY.44	2021-8	2021-33
ME-HETL-J8053	2021-08-17	AY.3	2021-8	2021-33
ME-HETL-J8054	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8055	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8056	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8057	DateMissing	AY.100	DateMissing-Past	DateMissing-Past
ME-HETL-J8058	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8059	DateMissing	AY.39	DateMissing-Past	DateMissing-Past
ME-HETL-J8060	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8061	DateMissing	AY.3	DateMissing-Past	DateMissing-Past
ME-HETL-J8062	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8063	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8064	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8065	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8066	2021-08-16	AY.26	2021-8	2021-33
ME-HETL-J8067	2021-08-15	B.1.617.2	2021-8	2021-33
ME-HETL-J8069	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8070	2021-08-16	AY.100	2021-8	2021-33
ME-HETL-J8071	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8072	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8074	2021-08-16	P.1.17	2021-8	2021-33
ME-HETL-J8075	2021-08-16	P.1.17	2021-8	2021-33
ME-HETL-J8076	2021-08-16	AY.25	2021-8	2021-33
ME-HETL-J8077	2021-08-16	AY.25.1	2021-8	2021-33
ME-HETL-J8078	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8079	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8081	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8083	2021-08-16	AY.25.1	2021-8	2021-33
ME-HETL-J8085	2021-08-16	AY.25.1	2021-8	2021-33
ME-HETL-J8086	2021-08-16	AY.25.1	2021-8	2021-33
ME-HETL-J8087	2021-08-16	AY.54	2021-8	2021-33
ME-HETL-J8088	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8091	2021-08-16	AY.100	2021-8	2021-33
ME-HETL-J8093	2021-08-16	AY.25	2021-8	2021-33
ME-HETL-J8094	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8095	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8097	2021-08-16	AY.39	2021-8	2021-33
ME-HETL-J8099	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8100	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8101	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8102	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8103	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8104	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8105	2021-08-16	AY.44	2021-8	2021-33
ME-HETL-J8106	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8107	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8108	2021-08-16	AY.44	2021-8	2021-33
ME-HETL-J8109	2021-08-16	AY.103	2021-8	2021-33
ME-HETL-J8110	2021-08-17	AY.47	2021-8	2021-33
ME-HETL-J8111	2021-08-17	AY.47	2021-8	2021-33
ME-HETL-J8112	2021-08-17	AY.47	2021-8	2021-33
ME-HETL-J8113	2021-08-17	AY.39	2021-8	2021-33
ME-HETL-J8115	2021-08-17	AY.44	2021-8	2021-33
ME-HETL-J8116	2021-08-17	AY.39	2021-8	2021-33
ME-HETL-J8117	2021-08-17	AY.25.1	2021-8	2021-33
ME-HETL-J8119	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8121	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8122	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8123	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8124	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8125	2021-08-17	AY.25.1	2021-8	2021-33
ME-HETL-J8126	2021-08-17	AY.103	2021-8	2021-33
ME-HETL-J8128	2021-08-17	AY.3	2021-8	2021-33
ME-HETL-J8130	2021-08-17	AY.122	2021-8	2021-33
ME-HETL-J8135	2021-08-17	AY.25	2021-8	2021-33
ME-HETL-J8137	2021-08-19	AY.25.1	2021-8	2021-33
ME-HETL-J8138	2021-08-04	AY.113	2021-8	2021-31
ME-HETL-J8140	2021-08-04	AY.113	2021-8	2021-31
ME-HETL-J8141	2021-08-04	AY.113	2021-8	2021-31
ME-HETL-J8142	2021-08-04	AY.113	2021-8	2021-31
ME-HETL-J8144	2021-08-13	AY.25	2021-8	2021-32
ME-HETL-J8145	DateMissing	AY.25	DateMissing-Past	DateMissing-Past
ME-HETL-J8146	2021-08-15	AY.44	2021-8	2021-33
ME-HETL-J8148	2021-08-17	AY.44	2021-8	2021-33
ME-HETL-J8149	2021-08-17	AY.3	2021-8	2021-33
ME-HETL-J8150	DateMissing	AY.44	DateMissing-Past	DateMissing-Past
ME-HETL-J8151	2021-08-22	AY.3	2021-8	2021-34
ME-HETL-J8152	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8153	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8154	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8155	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8156	2021-08-24	AY.103	2021-8	2021-34
ME-HETL-J8157	2021-08-23	AY.25.1	2021-8	2021-34
ME-HETL-J8158	2021-08-21	AY.25.1	2021-8	2021-33
ME-HETL-J8159	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8160	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8162	2021-08-21	AY.25.1	2021-8	2021-33
ME-HETL-J8164	2021-08-24	AY.103	2021-8	2021-34
ME-HETL-J8165	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8166	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8167	2021-08-23	AY.103	2021-8	2021-34
ME-HETL-J8168	2021-08-23	AY.100	2021-8	2021-34
ME-HETL-J8169	DateMissing	B.1.617.2	DateMissing-Past	DateMissing-Past
ME-HETL-J8170	DateMissing	AY.103	DateMissing-Past	DateMissing-Past
ME-HETL-J8172	DateMissing	AY.99.2	DateMissing-Past	DateMissing-Past
ME-HETL-J8174	DateMissing	AY.114	DateMissing-Past	DateMissing-Past
ME-HETL-J8175	DateMissing	AY.25.1	DateMissing-Past	DateMissing-Past
ME-HETL-J8177	DateMissing	AY.26	DateMissing-Past	DateMissing-Past
ME-HETL-J8178	2021-08-25	AY.3	2021-8	2021-34
ME-HETL-J8180	2021-08-23	AY.44	2021-8	2021-34
ME-HETL-J8181	2021-08-23	AY.25.1	2021-8	2021-34
ME-HETL-J8182	2021-08-22	AY.25.1	2021-8	2021-34
ME-HETL-J8183	2021-08-21	AY.103	2021-8	2021-33
ME-HETL-J8184	2021-08-20	AY.25.1	2021-8	2021-33
ME-HETL-J8185	2021-08-20	AY.25.1	2021-8	2021-33
ME-HETL-J8186	2021-07-28	AY.3	2021-7	2021-30
ME-HETL-J8188	2021-08-02	AY.47	2021-8	2021-31
ME-HETL-J8189	2021-08-02	AY.25	2021-8	2021-31
ME-HETL-J8190	2021-08-05	AY.44	2021-8	2021-31
ME-HETL-J8191	2021-08-05	AY.26	2021-8	2021-31
ME-HETL-J8192	2021-08-05	AY.100	2021-8	2021-31
ME-HETL-J8194	2021-08-05	AY.103	2021-8	2021-31
ME-HETL-J8195	2021-08-05	AY.103	2021-8	2021-31
ME-HETL-J8196	2021-08-05	AY.103	2021-8	2021-31
ME-HETL-J8197	2021-08-05	AY.103	2021-8	2021-31
ME-HETL-J8198	2021-08-05	AY.25	2021-8	2021-31
ME-HETL-J8199	2021-08-05	AY.103	2021-8	2021-31
ME-HETL-J8200	2021-08-06	B.1.617.2	2021-8	2021-31
ME-HETL-J8201	2021-08-06	AY.3.1	2021-8	2021-31
ME-HETL-J8202	2021-08-06	AY.122	2021-8	2021-31
ME-HETL-J8204	2021-08-06	B.1.617.2	2021-8	2021-31
ME-HETL-J8205	2021-08-06	B.1.526	2021-8	2021-31
ME-HETL-J8207	2021-08-08	AY.103	2021-8	2021-32
ME-HETL-J8208	2021-08-08	AY.44	2021-8	2021-32
ME-HETL-J8209	2021-08-08	AY.44	2021-8	2021-32
ME-HETL-J8210	2021-08-08	AY.25.1	2021-8	2021-32
ME-HETL-J8212	2021-08-08	AY.47	2021-8	2021-32
ME-HETL-J8213	2021-08-08	AY.100	2021-8	2021-32
ME-HETL-J8214	2021-08-09	AY.75	2021-8	2021-32
ME-HETL-J8215	2021-08-09	AY.75	2021-8	2021-32
ME-HETL-J8216	2021-08-09	AY.44	2021-8	2021-32
ME-HETL-J8217	2021-08-09	AY.25	2021-8	2021-32
